mean_predicted,fraction_positive
0.0296482274012523,0.06521739130434782
0.1442048691523113,0.0
0.27777600148209713,0.0
0.3157637313127218,0.0
0.5845679016652148,0.0
0.7069176943193928,0.0
0.9666092078185982,0.5
