roc_auc,average_precision,brier_score,log_loss,positive_rate,predicted_positive_rate,model
0.5170670037926675,0.19703762256076138,0.0713028998953988,0.2896525832727181,0.058333333333333334,0.041666666666666664,ngboost
0.6839443742098609,0.1181795254111738,0.08494911373890189,0.5723781806291376,0.058333333333333334,0.03333333333333333,bayesian_dynamic
0.7168141592920354,0.2519705585061089,0.08686837759828268,0.29294572391631396,0.058333333333333334,0.075,ensemble
0.6156763590391909,0.350854192587375,0.11608321908851202,0.4394482682532877,0.058333333333333334,0.125,hist_gb
0.763590391908976,0.14788287899700941,0.206651255419147,0.9965440549906125,0.058333333333333334,0.325,logistic
